stamp,log_run_id,source,gps_available,forced_dropout,model_loaded,model_ready,model_samples,model_sha256,model_target_mode,model_input_normalization,ann_x,ann_y,output_x,output_y,odom_x,odom_y,gps_x,gps_y,origin_source,origin_x,origin_y,fuzzy_alpha_ann,fuzzy_alpha_odom,fuzzy_velocity_error,input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14
2.162000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.553859193,-0.412483429,0.490771904,-0.038973950,0.726332973,-0.001289245,0.490771904,-0.038973950,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.001948890,1.000000000,1.000000000,0.000013856,-0.000647043,0.000647191,0.000027711,-0.001294086,0.001294383,0.000569741,-0.000175379,0.295198713,0.069089143,0.000528375,-0.000122876
2.218000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.473538483,-0.430567743,0.689325452,-0.074233138,0.779484356,-0.001373788,0.689325452,-0.074233138,first_gps,0.003839221,-0.137136925,nan,nan,nan,-0.003763658,-0.000654117,0.003820077,0.000101226,-0.000693853,0.000701198,0.000202452,-0.001387706,0.001402396,-0.000475449,-0.000208215,0.295193680,0.074404281,-0.000440921,-0.000131331
2.250000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.531282542,-0.428422584,0.793952986,-0.094852501,0.814915044,-0.001421279,0.793952986,-0.094852501,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.003124736,0.112372981,0.112416417,0.000111225,-0.000334260,0.000352279,0.000222450,-0.000668519,0.000704558,0.012688167,0.000205332,0.295008368,0.077947350,0.011765576,-0.000136080
2.301000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.484253311,-0.430927778,0.758218167,-0.034650924,0.868065902,-0.001475273,0.758218167,-0.034650924,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.000087084,-0.206371134,0.206371152,0.000136037,-0.001407620,0.001414178,0.000272073,-0.002815240,0.002828356,-0.025990247,-0.001009786,0.294144239,0.083262436,-0.024070619,-0.000141479
2.352000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.608879102,-0.442109344,1.000781184,-0.021515057,0.903499921,-0.001515211,1.000781184,-0.021515057,first_gps,0.003839221,-0.137136925,nan,nan,nan,-0.007116351,0.212813362,0.212932312,0.000119510,0.000102310,0.000157321,0.000239021,0.000204619,0.000314643,0.028598124,0.000705158,0.294089679,0.086805838,0.026493414,-0.000145473
2.400000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.583864876,-0.441338121,1.029127578,0.173577080,0.938928110,-0.001562644,1.029127578,0.173577080,first_gps,0.003839221,-0.137136925,nan,nan,nan,-0.004441961,-0.473449589,0.473470426,0.000118795,-0.000594122,0.000605882,0.000237589,-0.001188244,0.001211764,0.003700122,-0.000077035,0.295139330,0.090348656,0.003430936,-0.000150216
2.450000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.614085031,-0.452385900,0.995618924,0.005254189,0.992069679,-0.001627599,0.995618924,0.005254189,first_gps,0.003839221,-0.137136925,nan,nan,nan,-0.006844890,0.021394976,0.022463248,0.000094381,-0.000153768,0.000180422,0.000188761,-0.000307536,0.000360845,0.019341908,0.000414366,0.294636599,0.095662813,0.017925483,-0.000156712
2.501000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.694637218,-0.450685633,0.950635808,-0.069282351,1.045216860,-0.001678676,0.950635808,-0.069282351,first_gps,0.003839221,-0.137136925,nan,nan,nan,-0.002505163,0.339269422,0.339278671,0.000103049,0.000102080,0.000145050,0.000206099,0.000204161,0.000290100,0.028095777,0.000689377,0.294220093,0.100977531,0.026037131,-0.000161820
2.552000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.683034470,-0.453664469,1.148409365,0.072983027,1.080660908,-0.001718401,1.148409365,0.072983027,first_gps,0.003839221,-0.137136925,nan,nan,nan,-0.000446335,0.223981961,0.223982406,0.000105785,-0.000184409,0.000212597,0.000211570,-0.000368818,0.000425193,0.018224369,0.000379257,0.295064899,0.104521936,0.016911994,-0.000165792
2.600000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.709488356,-0.453647933,1.110102388,0.097587467,1.116077395,-0.001757070,1.110102388,0.097587467,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.001947384,0.306114319,0.306120513,0.000109097,-0.000207937,0.000234819,0.000218193,-0.000415874,0.000469638,0.017044018,0.000342175,0.294762567,0.108063585,0.015798270,-0.000169659
2.650000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.731253498,-0.459435970,1.162975574,-0.024116707,1.169225955,-0.001820963,1.162975574,-0.024116707,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.002026239,-0.157907657,0.157920656,0.000096885,0.000095549,0.000136075,0.000193771,0.000191097,0.000272149,0.028118336,0.000690085,0.294087594,0.113378441,0.026046412,-0.000176048
2.703000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.694167966,-0.464549994,1.185007820,0.015280882,1.222381619,-0.001914295,1.185007820,0.015280882,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.003859165,0.009306245,0.010074689,0.000097295,-0.000751317,0.000757591,0.000194590,-0.001502634,0.001515181,-0.002160574,-0.000261155,0.295428781,0.118694007,-0.002005296,-0.000185381
2.760000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.767617517,-0.463344178,1.165800912,0.081670893,1.257803438,-0.001980180,1.165800912,0.081670893,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.004241340,-0.320331532,0.320359609,0.000104622,-0.000192317,0.000218933,0.000209243,-0.000384634,0.000437866,0.017852067,0.000367561,0.294817289,0.122236189,0.016551868,-0.000191970
2.800000000,1779830080_5715,gps,True,False,True,True,1183,31c1594f7caae09c6975238b7b255ad5c765bc56640ec43b539fdb93165d94da,absolute,standard,0.864795398,-0.462887824,1.454512394,-0.068726965,1.293232102,-0.002030349,1.454512394,-0.068726965,first_gps,0.003839221,-0.137136925,nan,nan,nan,0.002247008,0.537604684,0.537609380,0.000119336,0.000368142,0.000387001,0.000238673,0.000736284,0.000774002,0.037302609,0.000978618,0.293149328,0.125779056,0.034512187,-0.000196987
