stamp,source,forced_dropout,x,y
16.650000000,gps,False,2.301139946,-0.173152627
16.707000000,gps,False,2.414103141,-0.143304417
16.750000000,gps,False,2.302985784,-0.069647615
16.800000000,gps,False,2.679677797,-0.060101952
16.850000000,gps,False,2.620820602,0.089606503
16.900000000,gps,False,2.559946275,-0.204192651
16.970000000,gps,False,2.772448011,-0.144197453
17.000000000,gps,False,2.546305832,-0.104841985
17.050000000,gps,False,2.762021288,0.015979454
17.101000000,gps,False,2.781740427,0.049728589
17.150000000,gps,False,2.899347288,-0.102247030
17.200000000,gps,False,3.035970304,0.031656744
17.250000000,gps,False,2.944290990,0.120528476
17.300000000,gps,False,3.006081640,-0.011295243
17.350000000,gps,False,2.910293048,0.189159498
17.400000000,gps,False,3.067904971,0.055357451
17.451000000,gps,False,3.044509378,-0.091600434
17.501000000,gps,False,3.078303757,0.189071372
17.550000000,gps,False,3.087925534,0.158580125
17.600000000,gps,False,3.167785012,0.295745618
17.650000000,gps,False,3.163912802,0.426593528
17.700000000,gps,False,3.054663990,0.307555976
17.751000000,gps,False,3.138698721,0.314710416
17.800000000,gps,False,3.162979802,0.447348119
17.852000000,gps,False,3.290193851,0.521438143
17.900000000,gps,False,3.125563125,0.349080776
17.950000000,gps,False,3.118043106,0.611442423
18.000000000,gps,False,3.161302546,0.539271634
18.050000000,gps,False,3.083882690,0.710852938
18.100000000,gps,False,3.267195564,0.535248041
18.151000000,gps,False,3.092590810,0.792651176
18.200000000,gps,False,3.033666981,0.866808328
18.250000000,gps,False,2.921681095,0.758093018
18.300000000,gps,False,3.052886062,0.848003032
18.350000000,gps,False,3.063608522,0.986232823
18.400000000,gps,False,3.192953871,0.899212125
18.450000000,gps,False,3.147887598,0.821006796
18.500000000,gps,False,3.154002932,1.127713071
18.550000000,gps,False,3.152230487,0.898663001
18.600000000,gps,False,3.337349797,1.086310166
18.650000000,gps,False,3.140480453,1.224398570
18.702000000,gps,False,2.981499851,1.175718819
18.753000000,gps,False,3.023008700,1.136960572
18.801000000,gps,False,3.091046184,1.398343102
