stamp,source,gps_available,forced_dropout,model_loaded,model_ready,model_samples,ann_x,ann_y,output_x,output_y,odom_x,odom_y,gps_x,gps_y,origin_source,origin_x,origin_y
9.950000000,gps,True,False,True,True,188,2.967814621,1.621077724,2.884757484,1.619782575,3.757269033,1.634381503,2.884757484,1.619782575,first_gps,0.062068549,0.034649841
10.000000000,gps,True,False,True,True,188,3.002541114,1.702225950,3.053901673,1.487333592,3.761723788,1.675354929,3.053901673,1.487333592,first_gps,0.062068549,0.034649841
10.050000000,gps,True,False,True,True,188,2.970414180,1.710902961,3.138043237,1.523915491,3.768399225,1.736830046,3.138043237,1.523915491,first_gps,0.062068549,0.034649841
10.101000000,gps,True,False,True,True,188,2.949308282,1.801875204,3.122093914,1.608755137,3.775062636,1.798281281,3.122093914,1.608755137,first_gps,0.062068549,0.034649841
10.150000000,gps,True,False,True,True,188,2.997008616,1.839209733,3.054456864,1.722587758,3.779493601,1.839269301,3.054456864,1.722587758,first_gps,0.062068549,0.034649841
10.200000000,gps,True,False,True,True,188,2.906101102,1.847494731,3.083986843,1.693531681,3.783951812,1.880170139,3.083986843,1.693531681,first_gps,0.062068549,0.034649841
10.253000000,gps,True,False,True,True,188,2.854076630,1.914222558,3.052371212,1.844142399,3.790577011,1.941678122,3.052371212,1.844142399,first_gps,0.062068549,0.034649841
10.300000000,gps,True,False,True,True,188,2.974322313,1.956033862,3.017219294,1.684008867,3.794961564,1.982621059,3.017219294,1.684008867,first_gps,0.062068549,0.034649841
10.350000000,gps,True,False,True,True,188,2.875818015,1.964555907,3.317094762,1.764206326,3.801586910,2.044071386,3.317094762,1.764206326,first_gps,0.062068549,0.034649841
10.406000000,gps,True,False,True,True,188,2.865738578,2.033066067,2.823110426,1.974386661,3.808237365,2.105558591,2.823110426,1.974386661,first_gps,0.062068549,0.034649841
10.450000000,gps,True,False,True,True,188,2.875970774,2.067644613,2.994414102,1.940670370,3.812614661,2.146502523,2.994414102,1.940670370,first_gps,0.062068549,0.034649841
10.501000000,gps,True,False,True,True,188,2.876660095,2.111416514,2.934903519,1.904772863,3.817017898,2.187479035,2.934903519,1.904772863,first_gps,0.062068549,0.034649841
10.550000000,gps,True,False,True,True,188,2.946733006,2.000001774,3.070197197,2.000141618,3.823578068,2.248948949,3.070197197,2.000141618,first_gps,0.062068549,0.034649841
10.600000000,gps,True,False,True,True,188,2.911129880,2.208398121,2.968688824,2.149011101,3.827934580,2.289909693,2.968688824,2.149011101,first_gps,0.062068549,0.034649841
10.650000000,gps,True,False,True,True,188,2.839853454,2.226933567,3.112532657,2.111668873,3.834486619,2.351358237,3.112532657,2.111668873,first_gps,0.062068549,0.034649841
10.700000000,gps,True,False,True,True,188,2.760935923,2.273645649,2.870646443,2.163226510,3.841161458,2.412818504,2.870646443,2.163226510,first_gps,0.062068549,0.034649841
10.751000000,gps,True,False,True,True,188,2.776856218,2.329536339,3.031193175,2.208537761,3.845620930,2.453792094,3.031193175,2.208537761,first_gps,0.062068549,0.034649841
10.800000000,gps,True,False,True,True,188,2.770957670,2.384102830,3.060781246,2.329234531,3.852326164,2.515243600,3.060781246,2.329234531,first_gps,0.062068549,0.034649841
10.850000000,gps,True,False,True,True,188,2.760458941,2.433545181,3.068246105,2.264778389,3.856779555,2.556217323,3.068246105,2.264778389,first_gps,0.062068549,0.034649841
10.900000000,gps,True,False,True,True,188,2.757584412,2.452338607,2.895400352,2.416045707,3.861288970,2.597152297,2.895400352,2.416045707,first_gps,0.062068549,0.034649841
10.950000000,gps,True,False,True,True,188,2.816283256,2.516064853,2.951773669,2.388041772,3.868046717,2.658619223,2.951773669,2.388041772,first_gps,0.062068549,0.034649841
11.000000000,gps,True,False,True,True,188,2.828388597,2.557948731,2.983779020,2.268504654,3.870439327,2.699725310,2.983779020,2.268504654,first_gps,0.062068549,0.034649841
11.051000000,gps,True,False,True,True,188,2.806232312,2.629651764,3.045284427,2.655529686,3.868871550,2.761502182,3.045284427,2.655529686,first_gps,0.062068549,0.034649841
11.100000000,gps,True,False,True,True,188,2.852134028,2.666850847,3.057605312,2.505524477,3.864410860,2.802458642,3.057605312,2.505524477,first_gps,0.062068549,0.034649841
11.155000000,gps,True,False,True,True,188,2.929956474,2.682308742,3.046301443,2.634481290,3.852631056,2.863130607,3.046301443,2.634481290,first_gps,0.062068549,0.034649841
11.200000000,gps,True,False,True,True,188,2.937862979,2.781901405,2.954694900,2.579424000,3.841437810,2.902766276,2.954694900,2.579424000,first_gps,0.062068549,0.034649841
11.251000000,gps,True,False,True,True,188,2.912219271,2.877972993,2.779990121,2.865755017,3.819822867,2.960646420,2.779990121,2.865755017,first_gps,0.062068549,0.034649841
11.300000000,gps,True,False,True,True,188,2.963121073,2.875470387,2.880301631,2.664045387,3.802292439,2.997933378,2.880301631,2.664045387,first_gps,0.062068549,0.034649841
11.352000000,gps,True,False,True,True,188,3.003898632,2.748004735,2.832838880,2.653124294,3.771436664,3.051490108,2.832838880,2.653124294,first_gps,0.062068549,0.034649841
11.402000000,gps,True,False,True,True,188,2.893939635,3.002367136,2.840121038,2.744497841,3.735552528,3.101794292,2.840121038,2.744497841,first_gps,0.062068549,0.034649841
