stamp,source,gps_available,forced_dropout,model_loaded,model_ready,model_samples,ann_x,ann_y,output_x,output_y,odom_x,odom_y,gps_x,gps_y,origin_source,origin_x,origin_y,fuzzy_alpha_ann,fuzzy_alpha_odom,fuzzy_velocity_error
8.200000000,gps,True,False,True,True,188,2.986583505,1.494995620,3.159218546,1.396060295,3.738225704,1.450997363,3.159218546,1.396060295,first_gps,0.093439496,0.058487462,nan,nan,nan
8.250000000,gps,True,False,True,True,188,3.045417538,1.557338534,2.980925338,1.355122084,3.749639100,1.511745936,2.980925338,1.355122084,first_gps,0.093439496,0.058487462,nan,nan,nan
8.301000000,gps,True,False,True,True,188,3.019461629,1.466147078,3.176897119,1.626311358,3.757252336,1.552236316,3.176897119,1.626311358,first_gps,0.093439496,0.058487462,nan,nan,nan
8.351000000,gps,True,False,True,True,188,3.045577914,1.668754903,2.967368179,1.410645627,3.768487683,1.613002411,2.967368179,1.410645627,first_gps,0.093439496,0.058487462,nan,nan,nan
8.401000000,gps,True,False,True,True,188,3.001099122,1.567988093,3.199890211,1.667854210,3.779657550,1.673805627,3.199890211,1.667854210,first_gps,0.093439496,0.058487462,nan,nan,nan
8.450000000,gps,True,False,True,True,188,2.978435801,1.746053289,3.062003681,1.635097714,3.787143578,1.714332672,3.062003681,1.635097714,first_gps,0.093439496,0.058487462,nan,nan,nan
8.500000000,gps,True,False,True,True,188,2.951814113,1.765008602,2.975196133,1.745716632,3.794614355,1.754857200,2.975196133,1.745716632,first_gps,0.093439496,0.058487462,nan,nan,nan
8.553000000,gps,True,False,True,True,188,2.977459955,1.832628144,3.054361079,1.714711384,3.805743651,1.815629462,3.054361079,1.714711384,first_gps,0.093439496,0.058487462,nan,nan,nan
8.600000000,gps,True,False,True,True,188,2.938190157,1.841010646,2.962508590,1.606030612,3.813168654,1.856176144,2.962508590,1.606030612,first_gps,0.093439496,0.058487462,nan,nan,nan
8.653000000,gps,True,False,True,True,188,2.906584210,1.893485085,3.185566122,1.590568919,3.824297524,1.916990600,3.185566122,1.590568919,first_gps,0.093439496,0.058487462,nan,nan,nan
8.703000000,gps,True,False,True,True,188,2.887523682,1.934212457,3.076177223,1.841891479,3.835283933,1.977833837,3.076177223,1.841891479,first_gps,0.093439496,0.058487462,nan,nan,nan
8.751000000,gps,True,False,True,True,188,2.970262785,1.971359425,2.946101847,1.797657110,3.842546097,2.018372072,2.946101847,1.797657110,first_gps,0.093439496,0.058487462,nan,nan,nan
8.800000000,gps,True,False,True,True,188,2.896259293,1.958929398,3.008011012,1.990035031,3.849788550,2.058954468,3.008011012,1.990035031,first_gps,0.093439496,0.058487462,nan,nan,nan
8.850000000,gps,True,False,True,True,188,2.915937800,2.004036689,3.179746934,1.884875523,3.860575388,2.119806243,3.179746934,1.884875523,first_gps,0.093439496,0.058487462,nan,nan,nan
8.900000000,gps,True,False,True,True,188,2.900397414,2.132720630,3.106651289,2.002393460,3.871420880,2.180647768,3.106651289,2.002393460,first_gps,0.093439496,0.058487462,nan,nan,nan
