stamp,ann_x,ann_y,kf2_x,kf2_y,output_x,output_y,alpha_ann,alpha_kf2,alpha_target,slip_latch_alpha,slip_latch_active,severe_slip_boost,severe_slip_boost_active,disagreement_boost,ann_kf2_disagreement,ann_kf2_disagreement_rate,fuzzy_input_error,velocity_error_baseline,baseline_initialized,velocity_error,velocity_error_raw,odom_speed,odom_vx,odom_vy,imu_raw_vx,imu_raw_vy,imu_vx,imu_vy
4.150000000,1.527546734,0.128446328,1.934620788,-0.029756772,1.934620788,-0.029756772,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.436735053,4.312962714,0.012420775,0.134308640,True,0.146729415,0.233371368,0.880607856,0.880607856,0.000000000,0.685487042,-0.128023683,0.754486536,-0.074986225
4.200000000,1.655182859,0.136977242,1.934620788,-0.029756772,1.934620788,-0.029756772,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.325400965,-2.226681760,0.014443128,0.134453796,True,0.148896924,0.237994879,0.879594881,0.879594881,0.000000000,0.669154006,-0.111158447,0.744908926,-0.063482183
4.250000000,1.617303140,0.136394843,1.873409524,-0.011025678,1.873409524,-0.011025678,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.295505143,-0.597916432,0.014551376,0.134600040,True,0.149151415,0.242065870,0.880061982,0.880061982,0.000000000,0.680115438,-0.136445098,0.752625031,-0.077498182
4.300000000,1.652928068,0.134432855,1.873409524,-0.011025678,1.873409524,-0.011025678,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.264140601,-0.627290841,0.018242845,0.134783383,True,0.153026229,0.248731297,0.880203683,0.880203683,0.000000000,0.693101984,-0.163890856,0.759404011,-0.093938629
4.352000000,1.601749533,0.125292598,1.816517390,0.054003344,1.816517390,0.054003344,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.226290500,-0.727886556,0.018617596,0.134970493,True,0.153588089,0.253436554,0.880640654,0.880640654,0.000000000,0.686563942,-0.162985634,0.756097604,-0.089879529
4.400000000,1.624213862,0.122712866,2.164637402,-0.087144358,2.164637402,-0.087144358,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.579739302,7.363516697,0.017931102,0.135150704,True,0.153081805,0.254472278,0.879842929,0.879842929,0.000000000,0.671967665,-0.146778796,0.748523128,-0.078671144
4.450000000,1.680435242,0.112497126,2.164637402,-0.087144358,2.164637402,-0.087144358,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.523744647,-1.119893102,0.018455534,0.135336185,True,0.153791719,0.258479123,0.880167503,0.880167503,0.000000000,0.653641323,-0.124488342,0.739396905,-0.061931669
4.503000000,1.810423475,0.128029298,2.167408155,-0.022630814,2.167408155,-0.022630814,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.387474555,-2.571133800,0.019406668,0.135531225,True,0.154937894,0.260830077,0.851635257,0.851635257,0.000000000,0.627841468,-0.133972642,0.711804889,-0.066732443
4.551000000,1.710909942,0.100552839,2.167408155,-0.022630814,2.167408155,-0.022630814,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.472826427,1.778164007,0.021071696,0.135742999,True,0.156814695,0.265165492,0.816884412,0.816884412,0.000000000,0.581899653,-0.122861308,0.671713029,-0.059296865
4.600000000,1.625638825,-0.019863137,2.167408155,-0.022630814,2.167408155,-0.022630814,0.000000000,1.000000000,0.000000000,0.000000000,False,0.000000000,False,0.000000000,0.541776399,1.407142276,0.020723670,0.135951276,True,0.156674946,0.266426299,0.767996394,0.767996394,0.000000000,0.548813497,-0.151465607,0.630401358,-0.074930932
