stamp,ekf_x,ekf_y,pseudo_x,pseudo_y,gps_x,gps_y,odom_x,odom_y,ann_x,ann_y,kf_imu_x,kf_imu_y,complementary_x,complementary_y,ekf_error_m,pseudo_error_m,odom_error_m,ann_error_m,kf_imu_error_m,complementary_error_m
39.040000000,2.326054207,3.098021655,2.361718904,3.134097710,1.893849743,2.955215545,3.835896455,1.836244401,2.361718904,3.134097710,2.379959444,3.061618865,2.427164182,2.988074016,0.455185988,0.500899571,2.241348222,0.500899571,0.497618637,0.534325715
39.140000000,2.210539517,3.153682273,2.177082408,3.148587099,1.708190375,2.953090232,3.804547093,1.934388108,2.177082408,3.148587099,2.251111612,3.132243645,2.353006825,3.079820260,0.540917579,0.508014531,2.330765005,0.508014531,0.571716201,0.657152003
39.220000000,2.188225018,3.213460106,2.269901019,3.184773044,1.896627867,2.967094053,3.773322074,2.032541903,2.269901019,3.184773044,2.217558052,3.198732663,2.230825565,3.142962959,0.381739610,0.432107613,2.096513503,0.432107613,0.395793670,0.377647948
39.340000000,2.042131429,3.225693965,2.080367221,3.134243148,1.848788514,3.041616073,3.742137532,2.130739650,2.080367221,3.134243148,2.101124826,3.210967901,2.202891535,3.206096384,0.266957212,0.249416264,2.101063151,0.249416264,0.303897443,0.390439140
39.420000000,1.968980338,3.218294593,2.097633578,3.193106560,1.605724445,3.014185171,3.704632787,2.226585055,2.097633578,3.193106560,1.994402206,3.226816483,2.071628127,3.218330933,0.416671933,0.523438113,2.241814035,0.523438113,0.443037782,0.508666623
39.540000000,1.824201757,3.209815376,1.718524615,3.170597503,1.899878219,2.775055770,3.652144173,2.315073466,1.718524615,3.170597503,1.869952254,3.227139317,1.981691272,3.222555538,0.441296773,0.435134912,1.811634537,0.435134912,0.453072948,0.454916935
39.640000000,1.724970357,3.195615195,1.873132991,3.172791047,1.626938344,3.074457254,3.593904042,2.400074267,1.873132991,3.172791047,1.778591444,3.204396069,1.847077006,3.218477346,0.155850962,0.265106278,2.079362035,0.265106278,0.199706681,0.263064284
39.720000000,1.635761088,3.154677221,1.656004263,3.077635814,1.409281767,3.016218432,3.547331598,2.468052677,1.656004263,3.077635814,1.673025746,3.164526714,1.751780901,3.200005632,0.265450031,0.254252010,2.207202477,0.254252010,0.302582605,0.388694471
39.820000000,1.518483809,3.126713771,1.498745877,3.087841459,1.293326495,3.049475986,3.477215162,2.569882085,1.498745877,3.087841459,1.529295933,3.134838158,1.654393417,3.159601967,0.238036745,0.208971367,2.235929341,0.208971367,0.250934804,0.377487820
39.940000000,1.389480032,3.092182779,1.439468683,3.060607369,1.454695691,2.940218541,3.418813072,2.654760242,1.439468683,3.060607369,1.435159464,3.147335457,1.523889871,3.130775964,0.165366901,0.121347977,1.984752763,0.121347977,0.208036249,0.202731266
40.040000000,1.297023911,3.074758466,1.494621600,3.085499225,1.281424739,2.894641481,3.360523982,2.739669299,1.494621600,3.085499225,1.349989743,3.125798165,1.412319748,3.119759118,0.180791212,0.286146082,2.084866912,0.286146082,0.241111120,0.260406324
40.140000000,1.252190948,3.060770888,1.398550728,3.035051956,1.118859718,2.907206085,3.305073049,2.826434182,1.398550728,3.035051956,1.300212584,3.115163943,1.323506827,3.100278316,0.203370022,0.307525004,2.187704923,0.307525004,0.275926318,0.281349117
40.240000000,1.179975455,3.046045043,1.167309507,3.005808446,0.946353727,2.784504892,3.252319051,2.914944939,1.167309507,3.005808446,1.233957043,3.110245830,1.276201766,3.087967415,0.350688413,0.312724671,2.309651636,0.312724671,0.434537485,0.448206684
40.340000000,1.123718686,3.024295502,1.291213597,3.059315613,0.676919305,2.704055653,3.199540405,3.003413209,1.291213597,3.059315613,1.179768077,3.089522207,1.206966249,3.078145437,0.549711968,0.709624631,2.540321271,0.709624631,0.633593996,0.648762614
40.440000000,1.041543804,3.002551075,1.051087445,2.981147591,0.848316723,2.651685256,3.146773398,3.091911638,1.051087445,2.981147591,1.105766959,3.072170970,1.151743381,3.056908854,0.400554026,0.386860952,2.340235534,0.386860952,0.493040424,0.506235026
40.540000000,0.973640190,2.979699212,1.125918520,3.012287021,0.732084725,2.597308275,3.093907322,3.180301181,1.125918520,3.012287021,1.035343025,3.052695496,1.073655382,3.037361022,0.452296221,0.572112242,2.432711802,0.572112242,0.547122580,0.557060979
40.640000000,0.867199191,2.952149178,0.967877833,2.957529722,0.707465207,2.908360935,3.040895054,3.268598536,0.967877833,2.957529722,0.928009969,3.025063583,1.004491607,3.016197354,0.165627160,0.265013784,2.361073057,0.265013784,0.249518537,0.315995848
40.740000000,0.801111803,2.936010733,0.904038545,2.956914309,0.555928289,2.824831138,2.987950375,3.357005105,0.904038545,2.956914309,0.863962381,3.006541379,0.897604580,2.988606381,0.269213405,0.372326086,2.489566339,0.372326086,0.357636147,0.378899747
40.840000000,0.739126874,2.935748719,0.933450045,3.025668679,0.453899955,2.789669076,2.956187143,3.410043370,0.933450045,3.025668679,0.786862058,3.003712650,0.832537092,2.971276056,0.320458511,0.534475538,2.578042947,0.534475538,0.395826242,0.419937110
40.940000000,0.837967939,2.889081265,1.126316669,2.866226950,0.622086890,2.695873255,2.956195895,3.410028872,1.126316669,2.866226950,0.866592067,2.953521085,0.762994466,2.969730685,0.289713587,0.532229322,2.440918494,0.532229322,0.355197390,0.307981877
41.020000000,0.402109003,2.809841589,-1.527582448,2.634299316,0.356245563,2.760554345,2.933125766,3.444164854,-1.527582448,2.634299316,0.341957826,2.860665683,0.852280003,2.921301175,0.067325237,1.888054106,2.666014798,1.888054106,0.101125760,0.521430445
41.120000000,0.464911117,2.837179690,0.719356048,2.928437009,0.444689238,2.814613714,2.851308347,3.536570956,0.719356048,2.928437009,0.426021011,2.879863751,0.372033414,2.835253636,0.030300952,0.297317337,2.512575928,0.297317337,0.067868034,0.075530623
41.240000000,0.426255299,2.826884571,0.500243390,2.911736758,0.236113598,2.825538580,2.770302423,3.600100096,0.500243390,2.911736758,0.417143417,2.870319506,0.445466064,2.858521720,0.190146464,0.277839293,2.649916704,0.277839293,0.186486264,0.211934760
41.320000000,0.354451428,2.812616993,0.233004247,2.876338123,0.314593928,2.563888800,2.698730952,3.640817849,0.233004247,2.876338123,0.339638485,2.839081988,0.421699358,2.848602039,0.251901438,0.322926393,2.616082095,0.322926393,0.276330455,0.304192704
41.440000000,0.294641822,2.752712716,0.423789863,2.809985866,0.213711606,2.436184624,2.582940339,3.683495819,0.423789863,2.809985866,0.309682822,2.788838230,0.347044957,2.825849490,0.326710473,0.428789275,2.677504437,0.428789275,0.365479192,0.411845227
41.540000000,0.279435934,2.685464166,0.414311712,2.738450465,0.115490854,2.390344150,2.481524721,3.701027870,0.414311712,2.738450465,0.307863928,2.727132878,0.302162322,2.770775473,0.337600079,0.458772178,2.704812022,0.458772178,0.387858282,0.423761995
41.640000000,0.251264573,2.617127808,0.448173321,2.686140049,0.105226900,2.547289783,2.378632361,3.701642937,0.448173321,2.686140049,0.290257449,2.663266582,0.293649931,2.706298522,0.161877582,0.369988708,2.549686960,0.369988708,0.218373355,0.246550233
41.780000000,0.302979436,2.507618116,0.569278258,2.554544209,0.073523840,2.175847938,2.236334591,3.678554876,0.569278258,2.554544209,0.292757300,2.587562323,0.270761011,2.640197195,0.403387310,0.623845581,2.633605606,0.623845581,0.466446187,0.504502462
41.840000000,0.293640967,2.458209929,0.366997905,2.517184159,0.174913987,2.323124530,2.195887805,3.670817906,0.366997905,2.517184159,0.306356844,2.550033712,0.297868368,2.547590220,0.179844824,0.273048295,2.429117662,0.273048295,0.262230818,0.255934808
41.920000000,0.307462582,2.389451229,0.390732128,2.422547009,0.293885173,2.190778456,2.074450315,3.647421633,0.390732128,2.422547009,0.303742367,2.453870394,0.299998906,2.504121820,0.199136177,0.251189162,2.300482899,0.251189162,0.263276532,0.313403002
42.020000000,0.339581939,2.304421852,0.425817561,2.359491633,-0.123853568,1.997965285,1.993541856,3.631755645,0.425817561,2.359491633,0.331702940,2.376894008,0.305602474,2.421660812,0.555597063,0.657905503,2.674440936,0.657905503,0.592552706,0.603283011
42.140000000,0.265200977,2.210066924,0.163816637,2.314334554,0.204428638,1.770537258,1.892585670,3.611421609,0.163816637,2.314334554,0.255910751,2.301381426,0.335642439,2.340657930,0.443711172,0.545311685,2.497744855,0.545311685,0.533334734,0.585025334
42.240000000,0.234008091,2.126685725,0.332226343,2.170998585,0.102134079,1.888007107,1.773069028,3.579774114,0.332226343,2.170998585,0.228285243,2.216077534,0.260555864,2.255724175,0.272687069,0.364728154,2.377834984,0.364728154,0.351488721,0.400391439
42.340000000,0.212142155,2.045129329,0.096692335,2.148115386,0.029375367,1.770711922,1.673470752,3.553446729,0.096692335,2.148115386,0.207534353,2.135258591,0.231146667,2.171381629,0.329709891,0.383360078,2.425117117,0.383360078,0.405752262,0.448606590
42.420000000,0.253670886,1.970423825,0.380691067,2.009280940,-0.009328454,1.719905855,1.593780542,3.532463460,0.380691067,2.009280940,0.249095712,2.041251102,0.209838254,2.090193960,0.363218814,0.485647163,2.419777578,0.485647163,0.412366121,0.430287494
42.540000000,0.323660019,1.852927114,0.420064457,1.920517712,0.036216620,1.672749739,1.474190496,3.501079558,0.420064457,1.920517712,0.316099045,1.948481224,0.251383299,2.005837463,0.339245625,0.456867738,2.326060790,0.456867738,0.392889328,0.396540202
42.640000000,0.286476376,1.769205157,0.277296892,1.841972795,0.142131331,1.467549243,1.374577738,3.474935716,0.277296892,1.841972795,0.283500752,1.878328112,0.319879532,1.900704169,0.334412594,0.398073768,2.355530641,0.398073768,0.434424438,0.468206806
42.740000000,0.292147954,1.674666480,0.317845370,1.733754512,0.076217516,1.374749074,1.274895060,3.448867763,0.317845370,1.733754512,0.290510606,1.770649021,0.284988564,1.823766634,0.369562450,0.432745797,2.395578467,0.432745797,0.450175851,0.495178877
42.840000000,0.288506899,1.585443645,0.144990561,1.674656952,0.297732370,1.534327907,1.175239679,3.422676589,0.144990561,1.674656952,0.282340849,1.680030062,0.291329280,1.722657751,0.051941583,0.207418179,2.082277557,0.207418179,0.146512856,0.188438663
42.940000000,0.230420753,1.508304527,0.077389678,1.639766095,0.164745321,1.197804066,1.075629255,3.396482015,0.077389678,1.639766095,0.228406417,1.603348017,0.285423874,1.632736854,0.317370129,0.450512423,2.379893751,0.450512423,0.410510209,0.451364424
43.040000000,0.274315051,1.415483993,0.257661956,1.502066958,-0.129883996,1.235171984,0.975973829,3.370392500,0.257661956,1.502066958,0.269688271,1.509063326,0.229413585,1.555826272,0.442593821,0.470557958,2.404597301,0.470557958,0.484432104,0.481574422
43.120000000,0.295045679,1.344552125,0.316722604,1.396479018,0.060452600,0.995217988,0.896189612,3.349669606,0.316722604,1.396479018,0.290412166,1.417434298,0.272001661,1.462273659,0.420794786,0.476114197,2.498379229,0.476114197,0.480778550,0.512731903
43.240000000,0.289931058,1.237566601,0.198137366,1.322327491,0.042629679,1.063263449,0.776649239,3.318223101,0.198137366,1.322327491,0.282260065,1.329853302,0.292728922,1.380993211,0.302555055,0.302153634,2.371418931,0.302153634,0.358459024,0.404353600
43.320000000,0.315303249,1.165426350,0.323541873,1.217490160,-0.009083841,1.000936075,0.696978145,3.297086081,0.323541873,1.217490160,0.309512416,1.231109165,0.286095562,1.283709952,0.363708723,0.396907467,2.402254853,0.396907467,0.393043543,0.408768817
43.440000000,0.314854649,1.049561909,0.208651414,1.117921890,-0.058584622,0.895595874,0.577537541,3.265276370,0.208651414,1.117921890,0.303510850,1.135359856,0.312407833,1.198267758,0.403933694,0.347626173,2.453576382,0.347626173,0.434280898,0.478796064
43.540000000,0.319096118,0.959985821,0.398998023,1.026756350,-0.045912018,0.528612094,0.477980701,3.238691058,0.398998023,1.026756350,0.307912619,1.057990296,0.309182749,1.092460882,0.565078961,0.667901673,2.760252085,0.667901673,0.636736331,0.666346569
43.640000000,0.270909651,0.869562932,0.165266430,0.935545314,0.110073837,0.472235197,0.378482982,3.212156621,0.165266430,0.935545314,0.260015157,0.949512612,0.313504369,1.008988059,0.428646111,0.466585991,2.753037029,0.466585991,0.500276055,0.574010118
43.740000000,0.244192976,0.783666831,0.241354964,0.859849075,0.085734925,0.397503887,0.278858759,3.185742777,0.241354964,0.859849075,0.234959405,0.877144964,0.265462404,0.909537772,0.417409599,0.487832625,2.794919126,0.487832625,0.502318134,0.542660729
43.820000000,0.214486987,0.719301117,0.134049714,0.785603492,-0.024887582,0.315196078,0.179274713,3.159387335,0.134049714,0.785603492,0.206964529,0.775563290,0.239576190,0.830405897,0.469681879,0.496532173,2.851509451,0.496532173,0.515454529,0.579121961
43.940000000,0.234533952,0.602132956,0.191140102,0.659428030,-0.027503789,0.253735873,0.079628027,3.133365059,0.191140102,0.659428030,0.224847496,0.675214398,0.210725758,0.747432204,0.435940713,0.460859282,2.881621328,0.460859282,0.491248734,0.548169120
44.040000000,0.288504646,0.505657849,0.343767266,0.557371929,0.041953535,0.300105155,-0.020059191,3.107351665,0.343767266,0.557371929,0.274799753,0.574677188,0.229690724,0.638673677,0.320997446,0.396582553,2.807931365,0.396582553,0.360009947,0.387135501
44.140000000,0.283845797,0.410782884,0.180088480,0.473053193,-0.095494097,0.209914179,-0.119737328,3.081298876,0.180088480,0.473053193,0.262554125,0.494040539,0.281652199,0.540167518,0.429240017,0.381035297,2.871487038,0.381035297,0.457084584,0.501304894
44.220000000,0.264293036,0.345247362,0.179331955,0.403501786,0.010525613,0.172743170,-0.199481872,3.060502457,0.179331955,0.403501786,0.247642184,0.406970498,0.273199961,0.452411711,0.306847847,0.285911035,2.895385440,0.285911035,0.333296729,0.383682559
44.320000000,0.169966106,0.281036834,-0.065321418,0.392178078,0.159807140,-0.067357049,-0.279239478,3.039704560,-0.065321418,0.392178078,0.155005625,0.318432115,0.255967610,0.376108930,0.348541966,0.511718086,3.137928262,0.511718086,0.385819042,0.453771870
44.440000000,0.309681390,0.146703036,0.523145373,0.045114121,-0.125446288,0.010889068,-0.279242507,3.039703791,0.523145373,0.045114121,0.289253266,0.143185106,0.162485866,0.299734475,0.455830593,0.649494031,3.032716917,0.649494031,0.435290663,0.407843835
44.520000000,0.398521019,0.080197226,0.491610790,0.033859378,-0.089644077,0.078477491,-0.279246317,3.039702811,0.491610790,0.033859378,0.375934212,0.030760294,0.299467328,0.144944071,0.488168125,0.582964833,2.967289067,0.582964833,0.468017173,0.394747377
