stamp,ekf_x,ekf_y,pseudo_x,pseudo_y,gps_x,gps_y,reference_x,reference_y,truth_x,truth_y,evaluation_reference_source,evaluation_reference_x,evaluation_reference_y,odom_x,odom_y,ann_x,ann_y,kf_imu_x,kf_imu_y,complementary_x,complementary_y,final_x,final_y,ekf_error_x,ekf_error_y,ekf_error_m,pseudo_error_x,pseudo_error_y,pseudo_error_m,odom_error_x,odom_error_y,odom_error_m,ann_error_x,ann_error_y,ann_error_m,kf_imu_error_x,kf_imu_error_y,kf_imu_error_m,complementary_error_x,complementary_error_y,complementary_error_m,final_error_x,final_error_y,final_error_m
1.200000000,-0.068211054,0.030793913,nan,nan,nan,nan,nan,nan,nan,nan,reference_fallback,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.280000000,-0.065013548,0.053372763,-0.124867395,0.079534262,0.070524595,-0.013761573,0.070524595,-0.013761573,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,-0.000002979,-0.000000017,-0.028030897,0.125193590,-0.079678153,0.064477045,nan,nan,-0.068211054,0.030793913,-0.065013548,0.053372763,0.084115475,-0.124867395,0.079534262,0.148045821,-0.000002979,-0.000000017,0.000002979,-0.028030897,0.125193590,0.128293282,-0.079678153,0.064477045,0.102498280,nan,nan,nan,-0.068211054,0.030793913,0.074839916
1.380000000,0.064684432,-0.071785939,0.081948901,-0.097618056,0.039422584,0.285918200,0.039422584,0.285918200,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,-0.000002393,-0.000000016,-0.023665483,0.130091346,0.077272446,-0.085381220,-0.073944603,0.047635479,-0.065013548,0.053372763,0.064684432,-0.071785939,0.096629689,0.081948901,-0.097618056,0.127455511,-0.000002393,-0.000000016,0.000002393,-0.023665483,0.130091346,0.132226371,0.077272446,-0.085381220,0.115156344,-0.073944603,0.047635479,0.087959896,-0.065013548,0.053372763,0.084115475
1.500000000,0.023076250,0.020638275,0.029293096,0.000915139,0.017461109,0.044091962,0.017461109,0.044091962,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,-0.000002249,-0.000000016,-0.029764563,0.131446147,0.031412393,0.029731539,0.006129449,-0.016004229,0.064684432,-0.071785939,0.023076249,0.020638275,0.030958871,0.029293096,0.000915139,0.029307387,-0.000002249,-0.000000016,0.000002249,-0.029764563,0.131446147,0.134773955,0.031412393,0.029731539,0.043251622,0.006129449,-0.016004229,0.017137838,0.064684432,-0.071785939,0.096629689
1.580000000,0.064602710,0.057321991,0.091365595,0.075659803,-0.099380946,0.124113303,-0.099380946,0.124113303,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,-0.000002713,-0.000000017,-0.022758767,0.134517587,0.079711672,0.070234477,0.048048412,-0.021027200,0.023076250,0.020638275,0.064602710,0.057321991,0.086367359,0.091365595,0.075659803,0.118625788,-0.000002713,-0.000000017,0.000002713,-0.022758767,0.134517587,0.136429259,0.079711672,0.070234477,0.106239505,0.048048412,-0.021027200,0.052448003,0.023076249,0.020638275,0.030958871
1.700000000,-0.107359149,-0.128322995,-0.159047484,-0.218553810,0.062453730,0.006630425,0.062453730,0.006630425,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,-0.000001587,-0.000000014,-0.020190048,0.137308420,-0.147399148,-0.173855612,0.051393961,0.045436376,0.064602710,0.057321991,-0.107359149,-0.128322995,0.167310423,-0.159047484,-0.218553810,0.270299594,-0.000001587,-0.000000014,0.000001588,-0.020190048,0.137308420,0.138784870,-0.147399148,-0.173855612,0.227930434,0.051393961,0.045436376,0.068598859,0.064602710,0.057321991,0.086367359
1.780000000,-0.079072471,0.042429859,-0.120034706,0.063002664,-0.065930492,0.049375649,-0.065930492,0.049375649,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,0.000000245,-0.000000011,-0.023471653,0.127964024,-0.095798819,0.050489618,-0.127379148,-0.151089303,-0.107359149,-0.128322995,-0.079072471,0.042429859,0.089737108,-0.120034706,0.063002664,0.135564251,0.000000245,-0.000000011,0.000000245,-0.023471653,0.127964024,0.130098847,-0.095798819,0.050489618,0.108289498,-0.127379148,-0.151089303,0.197619394,-0.107359149,-0.128322995,0.167310423
1.880000000,-0.051149602,-0.048573240,-0.060027697,-0.072168734,0.041569353,-0.052693374,0.041569353,-0.052693374,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,0.000001126,-0.000000008,-0.028215391,0.122663174,-0.061486717,-0.057292556,-0.087435645,0.046459739,-0.079072471,0.042429859,-0.051149603,-0.048573240,0.070538227,-0.060027698,-0.072168734,0.093870393,0.000001126,-0.000000008,0.000001126,-0.028215391,0.122663174,0.125866447,-0.061486717,-0.057292556,0.084041974,-0.087435645,0.046459739,0.099012622,-0.079072471,0.042429859,0.089737108
2.000000000,0.013609535,-0.144828296,0.017576255,-0.214426146,0.055964985,-0.087102728,0.055964985,-0.087102728,0.000000000,-0.000000000,truth,0.000000000,-0.000000000,-0.000002291,-0.000000016,-0.030337639,0.128047902,0.018405304,-0.194197031,-0.070279594,-0.007431348,-0.051149602,-0.048573240,0.013609535,-0.144828296,0.145466336,0.017576255,-0.214426146,0.215145292,-0.000002291,-0.000000016,0.000002291,-0.030337639,0.128047902,0.131592696,0.018405303,-0.194197031,0.195067276,-0.070279594,-0.007431348,0.070671396,-0.051149603,-0.048573240,0.070538227
2.080000000,0.004106079,-0.091028693,-0.024431380,-0.111476854,0.053973624,0.071606244,0.053973624,0.071606244,0.052800000,-0.000000000,truth,0.052800000,-0.000000000,0.052810081,0.000097955,1.354626745,1.209288580,-0.014762431,-0.110864026,-0.016372149,-0.121385136,0.013609535,-0.144828296,-0.048693921,-0.091028693,0.103234301,-0.077231380,-0.111476854,0.135616279,0.000010081,0.000097955,0.000098472,1.301826745,1.209288580,1.776831940,-0.067562431,-0.110864026,0.129828789,-0.069172150,-0.121385136,0.139710907,-0.039190465,-0.144828296,0.150037089
2.180000000,0.019495132,0.008511409,-0.031623300,0.005712692,0.073020356,0.088447423,0.073020356,0.088447423,0.140800000,-0.000000000,truth,0.140800000,-0.000000000,0.140803154,0.000216700,0.578110966,0.258246044,-0.022225484,0.010270765,-0.000576448,-0.127846161,0.004106079,-0.091028693,-0.121304868,0.008511409,0.121603105,-0.172423300,0.005712692,0.172517910,0.000003154,0.000216700,0.000216723,0.437310966,0.258246044,0.507869964,-0.163025484,0.010270765,0.163348698,-0.141376448,-0.127846161,0.190609394,-0.136693921,-0.091028693,0.164229873
2.300000000,0.315510967,0.046235213,0.326041660,0.051592637,0.326041660,0.051592637,0.326041660,0.051592637,0.246400000,-0.000000000,truth,0.246400000,-0.000000000,0.246404056,0.000299211,0.634229065,0.251731368,0.201330862,0.045218318,-0.001365176,0.009391087,0.019495132,0.008511409,0.069110966,0.046235213,0.083150590,0.079641660,0.051592637,0.094892541,0.000004056,0.000299211,0.000299239,0.387829064,0.251731368,0.462363564,-0.045069138,0.045218318,0.063842960,-0.247765176,0.009391087,0.247943088,-0.226904868,0.008511409,0.227064447
2.380000000,0.315990081,0.167548771,0.281310531,0.222059052,0.327195450,-0.025135793,0.327195450,-0.025135793,0.316800000,-0.000000000,truth,0.316800000,-0.000000000,0.316804703,0.000375551,0.711575318,0.237997132,0.284982898,0.200694234,0.258420914,0.045726766,0.315510967,0.046235213,-0.000809919,0.167548771,0.167550728,-0.035489469,0.222059052,0.224877133,0.000004703,0.000375551,0.000375581,0.394775318,0.237997132,0.460966578,-0.031817102,0.200694234,0.203200649,-0.058379086,0.045726766,0.074155612,-0.001289034,0.046235213,0.046253179
2.480000000,0.395075111,-0.044718424,0.362672045,-0.062267911,0.408996461,-0.093420138,0.408996461,-0.093420138,0.404800000,-0.000000000,truth,0.404800000,-0.000000000,0.404808505,0.000493979,0.663020678,0.229533519,0.358177534,-0.052962419,0.300246932,0.123464724,0.315990081,0.167548771,-0.009724889,-0.044718424,0.045763642,-0.042127956,-0.062267911,0.075180166,0.000008505,0.000493979,0.000494052,0.258220678,0.229533519,0.345490311,-0.046622466,-0.052962419,0.070559706,-0.104553068,0.123464724,0.161786532,-0.088809919,0.167548771,0.189630673
2.600000000,0.551280294,-0.081935755,0.495813988,-0.171464643,0.495813988,-0.171464643,0.495813988,-0.171464643,0.510400000,-0.000000000,truth,0.510400000,-0.000000000,0.510412093,0.000623403,0.793930649,0.210313739,0.510645754,-0.110500664,0.337083808,0.057293176,0.395075111,-0.044718424,0.040880294,-0.081935755,0.091567824,-0.014586012,-0.171464643,0.172083920,0.000012093,0.000623403,0.000623521,0.283530649,0.210313739,0.353017702,0.000245754,-0.110500664,0.110500937,-0.173316192,0.057293176,0.182540435,-0.115324889,-0.044718424,0.123691420
2.700000000,0.633069450,-0.124918640,0.602631187,-0.180094752,0.547625284,0.079835733,0.547625284,0.079835733,0.598400000,-0.000000000,truth,0.598400000,-0.000000000,0.598404937,0.000760365,0.922988987,0.226583469,0.590500605,-0.178033381,0.570890449,-0.129984568,0.551280294,-0.081935755,0.034669450,-0.124918640,0.129640416,0.004231187,-0.180094751,0.180144449,0.000004937,0.000760365,0.000760381,0.324588986,0.226583469,0.395851081,-0.007899395,-0.178033381,0.178208544,-0.027509551,-0.129984568,0.132863702,-0.047119706,-0.081935755,0.094518436
2.780000000,0.680016442,0.133309577,0.643019700,0.167321609,0.716004613,0.037659071,0.716004613,0.037659071,0.668800000,-0.000000000,truth,0.668800000,-0.000000000,0.668800757,0.000855656,0.846452206,0.197028912,0.640991441,0.160733339,0.570890449,-0.129984568,0.633069450,-0.124918640,0.011216442,0.133309577,0.133780611,-0.025780300,0.167321609,0.169296027,0.000000757,0.000855656,0.000855657,0.177652206,0.197028912,0.265293608,-0.027808559,0.160733339,0.163121189,-0.097909551,-0.129984568,0.162733734,-0.035730550,-0.124918640,0.129928206
2.900000000,0.911647325,0.015687996,0.927788271,0.016079004,0.913490815,0.157903378,0.913490815,0.157903378,0.774400000,-0.000000000,truth,0.774400000,-0.000000000,0.774398034,0.001009148,0.983565026,0.209104970,0.901320354,0.021806934,0.637030446,0.017907350,0.680016442,0.133309577,0.137247325,0.015687996,0.138141020,0.153388271,0.016079004,0.154228714,-0.000001966,0.001009148,0.001009150,0.209165025,0.209104970,0.295761553,0.126920354,0.021806934,0.128780117,-0.137369555,0.017907350,0.138531829,-0.094383558,0.133309577,0.163339216
2.980000000,0.878757404,-0.030234242,0.828809969,-0.069623362,0.886106094,0.063452396,0.886106094,0.063452396,0.844800000,-0.000000000,truth,0.844800000,-0.000000000,0.844798646,0.001118085,0.997044019,0.200620102,0.841903737,-0.044719945,0.790668398,0.077558255,0.911647325,0.015687996,0.033957404,-0.030234242,0.045466632,-0.015990031,-0.069623362,0.071435941,-0.000001354,0.001118085,0.001118086,0.152244019,0.200620102,0.251846514,-0.002896263,-0.044719945,0.044813634,-0.054131602,0.077558255,0.094580724,0.066847325,0.015687996,0.068663513
3.080000000,0.951593763,0.034804099,1.045567397,-0.143760001,1.045567397,-0.143760001,1.045567397,-0.143760001,0.932800000,-0.000000000,truth,0.932800000,-0.000000000,0.932796328,0.001236029,1.032097125,0.198529048,0.914004772,0.039366721,0.876775531,-0.014515975,0.878757404,-0.030234242,0.018793763,0.034804099,0.039554150,0.112767397,-0.143760001,0.182711312,-0.000003672,0.001236029,0.001236034,0.099297125,0.198529048,0.221976805,-0.018795228,0.039366721,0.043623380,-0.056024469,-0.014515975,0.057874473,-0.054042596,-0.030234242,0.061925048
3.180000000,1.049236980,-0.066903691,1.007310240,-0.076238499,0.907781151,0.034055855,0.907781151,0.034055855,1.038400000,-0.000000000,truth,1.038400000,-0.000000000,1.020799773,0.001371132,1.109902921,0.176453159,1.013145430,-0.081346650,0.982369597,-0.023271276,0.951593763,0.034804099,0.010836979,-0.066903691,0.067775689,-0.031089761,-0.076238499,0.082333966,-0.017600227,0.001371132,0.017653555,0.071502921,0.176453159,0.190390087,-0.025254570,-0.081346650,0.085176703,-0.056030403,-0.023271276,0.060670902,-0.086806237,0.034804099,0.093523516
3.280000000,1.090202007,-0.185887331,0.956608948,0.002069279,0.956608948,0.002069279,0.956608948,0.002069279,1.126400000,-0.000000000,truth,1.126400000,-0.000000000,1.108794814,0.001480479,1.142998313,0.169537154,1.039628698,-0.227790543,1.044432839,-0.147347117,1.049236980,-0.066903691,-0.036197993,-0.185887331,0.189378971,-0.169791052,0.002069279,0.169803661,-0.017605186,0.001480479,0.017667326,0.016598313,0.169537154,0.170347734,-0.086771302,-0.227790543,0.243757647,-0.081967161,-0.147347117,0.168611353,-0.077163021,-0.066903691,0.102128525
3.380000000,1.240258186,0.117071912,1.117536043,-0.011726053,1.117536043,-0.011726053,1.117536043,-0.011726053,1.214400000,-0.000000000,truth,1.214400000,-0.000000000,1.214393415,0.001615153,1.186393337,0.166689821,1.207248508,0.138292046,1.148725257,-0.023797643,1.090202007,-0.185887331,0.025858186,0.117071912,0.119893613,-0.096863957,-0.011726053,0.097571135,-0.000006585,0.001615153,0.001615166,-0.028006663,0.166689821,0.169026239,-0.007151492,0.138292046,0.138476835,-0.065674743,-0.023797643,0.069853415,-0.124197993,-0.185887331,0.223560376
3.480000000,1.089836477,-0.025698652,0.988135325,-0.036980104,1.352082678,0.062006391,1.352082678,0.062006391,1.284800000,-0.000000000,truth,1.284800000,-0.000000000,1.284799055,0.001695242,1.306648396,0.163537053,1.010634025,-0.030709827,1.148725257,-0.023797643,1.240258186,0.117071912,-0.194963523,-0.025698652,0.196649932,-0.296664675,-0.036980104,0.298960628,-0.000000945,0.001695242,0.001695243,0.021848395,0.163537053,0.164990061,-0.274165975,-0.030709827,0.275880546,-0.136074743,-0.023797643,0.138140014,-0.044541814,0.117071912,0.125258955
3.580000000,1.306374782,0.005442991,1.241364833,0.000530201,1.318634564,0.067752325,1.318634564,0.067752325,1.372800000,-0.000000000,truth,1.372800000,-0.000000000,1.390399194,0.001794805,1.277991567,0.162628671,1.253568171,0.006352625,1.125446105,0.043181043,1.089836477,-0.025698652,-0.066425218,0.005442991,0.066647849,-0.131435167,0.000530201,0.131436237,0.017599194,0.001794805,0.017690476,-0.094808433,0.162628671,0.188246443,-0.119231829,0.006352625,0.119400942,-0.247353895,0.043181043,0.251094707,-0.282963523,-0.025698652,0.284128098
3.680000000,1.478741543,-0.089706122,1.455401402,-0.128452890,1.372394839,-0.098320724,1.372394839,-0.098320724,1.478400000,-0.000000000,truth,1.478400000,-0.000000000,1.460805188,0.001884264,1.353578476,0.146803082,1.444065568,-0.106214859,1.171702324,-0.009673013,1.306374782,0.005442991,0.000341543,-0.089706122,0.089706772,-0.022998598,-0.128452890,0.130495519,-0.017594812,0.001884264,0.017695419,-0.124821524,0.146803082,0.192695505,-0.034334432,-0.106214859,0.111626384,-0.306697676,-0.009673013,0.306850178,-0.172025218,0.005442991,0.172111307
3.800000000,1.559946388,-0.003823109,1.508835207,0.006490772,1.513901571,0.078290513,1.513901571,0.078290513,1.566400000,-0.000000000,truth,1.566400000,-0.000000000,1.566400295,0.002030692,1.408846870,0.138910340,1.501005203,-0.007132010,1.461403556,-0.097960491,1.478741543,-0.089706122,-0.006453612,-0.003823109,0.007501018,-0.057564793,0.006490772,0.057929573,0.000000295,0.002030692,0.002030692,-0.157553130,0.138910340,0.210045403,-0.065394797,-0.007132010,0.065782559,-0.104996444,-0.097960491,0.143598437,-0.087658457,-0.089706122,0.125424055
3.880000000,1.548410711,-0.058597709,1.482050559,-0.096371390,1.669512709,-0.084821865,1.669512709,-0.084821865,1.636800000,-0.000000000,truth,1.636800000,-0.000000000,1.636797423,0.002141562,1.499501473,0.149297453,1.494804137,-0.069275134,1.530475796,-0.005477560,1.559946388,-0.003823109,-0.088389289,-0.058597709,0.106048847,-0.154749441,-0.096371390,0.182304236,-0.000002577,0.002141562,0.002141563,-0.137298527,0.149297453,0.202831494,-0.141995863,-0.069275134,0.157993257,-0.106324204,-0.005477560,0.106465206,-0.076853612,-0.003823109,0.076948644
3.980000000,1.743099162,-0.043457042,1.584623140,0.183023464,1.584623140,0.183023464,1.584623140,0.183023464,1.724800000,-0.000000000,truth,1.724800000,-0.000000000,1.724802249,0.002329208,1.472197905,0.138360204,1.711640765,-0.052079175,1.527375263,-0.036549122,1.548410711,-0.058597709,0.018299162,-0.043457042,0.047152665,-0.140176860,0.183023464,0.230536636,0.000002249,0.002329208,0.002329210,-0.252602095,0.138360204,0.288012785,-0.013159235,-0.052079175,0.053715975,-0.197424738,-0.036549122,0.200779395,-0.176389289,-0.058597709,0.185867890
4.080000000,1.934620788,-0.029756772,1.956352441,-0.060142680,1.719067908,-0.002863484,1.719067908,-0.002863484,1.812800000,-0.000000000,truth,1.812800000,-0.000000000,1.812788134,0.002488732,1.621507962,0.141191286,1.923831405,-0.034650047,1.630025738,-0.055338442,1.743099162,-0.043457042,0.121820788,-0.029756772,0.125402432,0.143552441,-0.060142680,0.155642042,-0.000011866,0.002488732,0.002488760,-0.191292038,0.141191286,0.237755385,0.111031405,-0.034650047,0.116312504,-0.182774262,-0.055338442,0.190967992,-0.069700838,-0.043457042,0.082138427
4.180000000,1.873409524,-0.011025678,1.833207864,-0.014504195,1.949305004,-0.054401913,1.949305004,-0.054401913,1.918400000,-0.000000000,truth,1.918400000,-0.000000000,1.900791068,0.002649065,1.655182859,0.136977242,1.834717607,-0.013075219,1.929226096,-0.032203410,1.934620788,-0.029756772,-0.044990476,-0.011025678,0.046321793,-0.085192136,-0.014504195,0.086418006,-0.017608932,0.002649065,0.017807078,-0.263217141,0.136977242,0.296725510,-0.083682393,-0.013075219,0.084697723,0.010826096,-0.032203410,0.033974460,0.016220788,-0.029756772,0.033890699
4.280000000,1.816517390,0.054003344,1.711783380,0.078201602,2.122726169,0.086491937,2.122726169,0.086491937,1.988800000,-0.000000000,truth,1.988800000,-0.000000000,1.988796274,0.002831873,1.652928068,0.134432855,1.748747935,0.062584340,1.884669198,-0.021415996,1.873409524,-0.011025678,-0.172282610,0.054003344,0.180548217,-0.277016620,0.078201602,0.287843183,-0.000003726,0.002831873,0.002831875,-0.335871932,0.134432855,0.361776377,-0.240052066,0.062584340,0.248076186,-0.104130803,-0.021415996,0.106310248,-0.115390476,-0.011025678,0.115916037
4.380000000,2.164637402,-0.087144358,2.148531541,-0.130096060,2.300352948,-0.056644806,2.300352948,-0.056644806,2.076800000,-0.000000000,truth,2.076800000,-0.000000000,2.076794384,0.003020045,1.624213862,0.122712866,2.152338431,-0.106466972,1.811078729,0.025779331,1.816517390,0.054003344,0.087837402,-0.087144358,0.123731760,0.071731541,-0.130096060,0.148561094,-0.000005616,0.003020045,0.003020050,-0.452586138,0.122712866,0.468927137,0.075538431,-0.106466972,0.130542218,-0.265721271,0.025779331,0.266968852,-0.260282610,0.054003344,0.265825879
4.500000000,2.167408155,-0.022630814,2.075467099,-0.027253340,2.119162377,0.012399428,2.119162377,0.012399428,2.181242311,-0.000000000,truth,2.181242311,-0.000000000,2.181238373,0.003226792,1.810423475,0.128029298,2.115063383,-0.032725757,2.158487917,-0.096805665,2.164637402,-0.087144358,-0.013834156,-0.022630814,0.026524283,-0.105775212,-0.027253340,0.109229758,-0.000003938,0.003226792,0.003226795,-0.370818836,0.128029298,0.392298497,-0.066178928,-0.032725757,0.073828353,-0.022754394,-0.096805665,0.099443951,-0.016604909,-0.087144358,0.088712244
4.580000000,2.235346912,0.166957431,2.206165697,0.228357385,2.286419702,-0.098305557,2.286419702,-0.098305557,2.246310491,-0.000000000,truth,2.246310491,-0.000000000,2.246306418,0.003351907,1.625638825,-0.019863137,2.206902613,0.194107297,2.139850393,-0.059935058,2.167408155,-0.022630814,-0.010963579,0.166957431,0.167317016,-0.040144794,0.228357385,0.231859224,-0.000004073,0.003351907,0.003351909,-0.620671666,-0.019863137,0.620989421,-0.039407878,0.194107297,0.198067220,-0.106460098,-0.059935058,0.122171861,-0.078902336,-0.022630814,0.082083691
4.680000000,2.418437253,-0.018712143,2.413632084,-0.019547062,2.374086789,0.016563143,2.374086789,0.016563143,2.321244512,-0.000000000,truth,2.321244512,-0.000000000,2.321237165,0.003504571,1.638280324,-0.035674495,2.414943870,-0.023007370,2.221124762,0.180532364,2.235346912,0.166957431,0.097192740,-0.018712143,0.098977639,0.092387572,-0.019547062,0.094432786,-0.000007347,0.003504571,0.003504578,-0.682964188,-0.035674495,0.683895279,0.093699358,-0.023007370,0.096482686,-0.100119750,0.180532364,0.206436186,-0.085897600,0.166957431,0.187758306
4.800000000,2.448392734,0.056141091,2.414671222,0.082123835,2.330156746,0.057868069,2.330156746,0.057868069,2.387963364,-0.000000000,truth,2.387963364,-0.000000000,2.387963952,0.003644819,1.555946328,-0.063362097,2.428223054,0.073119908,2.325145391,0.071975031,2.418437253,-0.018712143,0.060429370,0.056141091,0.082483519,0.026707858,0.082123835,0.086357593,0.000000588,0.003644819,0.003644819,-0.832017036,-0.063362097,0.834426213,0.040259690,0.073119908,0.083470735,-0.062817973,0.071975031,0.095532732,0.030473888,-0.018712143,0.035760344
4.880000000,2.376210656,-0.180882288,2.325657951,-0.263574894,2.518655686,0.044393700,2.518655686,0.044393700,2.447608999,-0.000000000,truth,2.447608999,-0.000000000,2.447601576,0.003774058,1.545934957,-0.093184242,2.344583042,-0.227735348,2.423330153,0.027203882,2.448392734,0.056141091,-0.071398343,-0.180882288,0.194463687,-0.121951048,-0.263574894,0.290420011,-0.000007423,0.003774058,0.003774065,-0.901674043,-0.093184242,0.906476355,-0.103025957,-0.227735348,0.249955469,-0.024278846,0.027203882,0.036462495,0.000783735,0.056141091,0.056146561
4.980000000,2.525673455,-0.001908765,2.547262131,0.019178998,2.547262131,0.019178998,2.547262131,0.019178998,2.501867889,-0.000000000,truth,2.501867889,-0.000000000,2.501860787,0.003877221,1.576995644,-0.066743727,2.517358542,-0.004570685,2.446784599,-0.092726486,2.376210656,-0.180882288,0.023805566,-0.001908765,0.023881967,0.045394242,0.019178998,0.049279521,-0.000007102,0.003877221,0.003877227,-0.924872244,-0.066743727,0.927277409,0.015490653,-0.004570685,0.016150898,-0.055083290,-0.092726486,0.107853466,-0.125657233,-0.180882288,0.220245641
5.100000000,2.499238134,0.067044698,2.415112478,0.099921192,2.609116156,0.173441535,2.609116156,0.173441535,2.551393647,-0.000000000,truth,2.551393647,-0.000000000,2.560542903,0.003964420,1.608195938,-0.075589559,2.450644896,0.089727822,2.446784599,-0.092726486,2.525673455,-0.001908765,-0.052155513,0.067044698,0.084942269,-0.136281169,0.099921192,0.168987579,0.009149255,0.003964420,0.009971233,-0.943197709,-0.075589559,0.946221803,-0.100748752,0.089727822,0.134912538,-0.104609048,-0.092726486,0.139790036,-0.025720193,-0.001908765,0.025790923
5.180000000,2.585951697,-0.092785703,2.552418451,-0.147448642,2.550564500,-0.079595777,2.550564500,-0.079595777,2.595135281,-0.000000000,truth,2.595135281,-0.000000000,2.595132469,0.004009958,1.529227685,-0.110650898,2.577516348,-0.110690127,2.474941515,0.078386260,2.499238134,0.067044698,-0.009183583,-0.092785703,0.093239074,-0.042716830,-0.147448642,0.153511660,-0.000002812,0.004009958,0.004009959,-1.065907595,-0.110650898,1.071635490,-0.017618933,-0.110690127,0.112083589,-0.120193766,0.078386260,0.143495460,-0.095897146,0.067044698,0.117009633
5.280000000,2.630983839,0.059740874,2.612713829,0.090996412,2.569050790,0.027594528,2.569050790,0.027594528,2.634903336,-0.000000000,truth,2.634903336,-0.000000000,2.634899413,0.004062849,1.559675706,-0.091559331,2.626071450,0.069330991,2.581734023,-0.101737915,2.546437991,-0.092208928,-0.003919497,0.059740874,0.059869311,-0.022189507,0.090996412,0.093662806,-0.000003923,0.004062849,0.004062851,-1.075227630,-0.091559331,1.079118885,-0.008831885,0.069330991,0.069891262,-0.053169313,-0.101737915,0.114793637,-0.088465345,-0.092208928,0.127783424
5.380000000,2.788749642,0.026132082,2.822342407,0.029818281,2.554506540,-0.035363552,2.554506540,-0.035363552,2.671202319,-0.000000000,truth,2.671202319,-0.000000000,2.671196225,0.004114148,1.604455492,-0.084284234,2.815367921,0.030487409,2.628527645,0.064535932,2.592314819,0.053616969,0.117547323,0.026132082,0.120417021,0.151140088,0.029818281,0.154053420,-0.000006094,0.004114148,0.004114153,-1.066746827,-0.084284233,1.070071318,0.144165602,0.030487409,0.147354006,-0.042674674,0.064535932,0.077369338,-0.078887500,0.053616969,0.095383526
5.480000000,2.728950019,-0.025942549,2.728646687,-0.033663144,2.596827909,0.042190575,2.596827909,0.042190575,2.711041529,0.001479552,truth,2.711041529,0.001479552,2.711028818,0.005650867,2.055254456,0.272395497,2.733629437,-0.032335087,2.802058782,0.028309746,2.753168069,0.024289241,0.017908490,-0.027422102,0.032751880,0.017605158,-0.035142696,0.039305861,-0.000012712,0.004171315,0.004171334,-0.655787073,0.270915945,0.709543610,0.022587908,-0.033814640,0.040665015,0.091017253,0.026830193,0.094889407,0.042126540,0.022809689,0.047905399
5.600000000,2.735649918,0.127586669,2.673247553,0.195334551,2.732639494,-0.012112742,2.732639494,-0.012112742,2.763059201,0.010895673,truth,2.763059201,0.010895673,2.763042066,0.015119877,1.934734151,0.066503639,2.720450574,0.167135087,2.761189540,-0.003101502,2.702553257,-0.025439090,-0.027409283,0.116690995,0.119866831,-0.089811648,0.184438878,0.205143442,-0.000017135,0.004224204,0.004224238,-0.828325049,0.055607966,0.830189517,-0.042608627,0.156239414,0.161945205,-0.001869661,-0.013997176,0.014121493,-0.060505944,-0.036334763,0.070577505
5.700000000,2.853468395,0.042251423,2.848904094,0.049406486,2.620504973,0.149594588,2.620504973,0.149594588,2.807201073,0.024591820,truth,2.807201073,0.024591820,2.807161791,0.028883729,1.987471695,0.069960739,2.865387150,0.045687533,2.724700296,0.070596269,2.666829555,0.117946153,0.046267322,0.017659603,0.049522992,0.041703021,0.024814667,0.048527411,-0.000039282,0.004291909,0.004292089,-0.819729378,0.045368920,0.820983917,0.058186077,0.021095713,0.061892234,-0.082500777,0.046004449,0.094460508,-0.140371518,0.093354334,0.168579936
5.800000000,2.907531316,0.051696650,2.958858608,0.032143319,2.763934859,0.117324736,2.763934859,0.117324736,2.851384721,0.042743227,truth,2.851384721,0.042743227,2.851305892,0.047126071,2.046287653,0.076073807,2.921601379,0.050245852,2.859427773,0.043969478,2.775699139,0.042836349,0.056146595,0.008953424,0.056855993,0.107473887,-0.010599908,0.107995344,-0.000078829,0.004382845,0.004383554,-0.805097068,0.033330581,0.805786707,0.070216658,0.007502626,0.070616347,0.008043052,0.001226251,0.008135993,-0.075685582,0.000093122,0.075685639
5.900000000,2.915794034,0.140039887,2.921520769,0.161931188,2.786927661,0.146523934,2.786927661,0.146523934,2.903627178,0.069343504,truth,2.903627178,0.069343504,2.903494811,0.073834417,2.126369737,0.103593984,2.925017086,0.166246922,2.887534887,0.046248638,2.830016331,0.050423041,0.012166856,0.070696383,0.071735702,0.017893591,0.092587684,0.094300901,-0.000132367,0.004490913,0.004492863,-0.777257441,0.034250481,0.778011713,0.021389908,0.096903418,0.099236085,-0.016092291,-0.023094866,0.028148440,-0.073610847,-0.018920463,0.076003557
5.980000000,2.903670727,0.132189988,2.900390099,0.124639321,2.809201300,-0.003777213,2.809201300,-0.003777213,2.929639396,0.084427797,truth,2.929639396,0.084427797,2.929477353,0.088986667,2.112377845,0.075980019,2.902663197,0.151495732,2.916274201,0.108971786,2.861388098,0.138487844,-0.025968669,0.047762191,0.054365418,-0.029249297,0.040211524,0.049724119,-0.000162043,0.004558870,0.004561749,-0.817261551,-0.008447778,0.817305211,-0.026976199,0.067067935,0.072289855,-0.013365195,0.024543989,0.027947018,-0.068251298,0.054060047,0.087067378
